title,project_description,gse_id,keywords,notes,timepoints,time_type,doses,vaccine_type,pathogen_type,target_pathogen,specific_pathogen,target_antigen,specific_antigen,adjuvanted,viral_vector,main_sample_source,specific_sample_source,administration_route,sequencing,gpl,gdstype,taxon,pdat,suppfile,pubmedids
Subunit vaccine elicited lung TRM cells use fibroblast IL-17R signaling to provide serotype independent immunity against hypervirulent K. pneumoniae,"Subunit vaccine conferred lung protection against heterologous strain through the augmentaion of lung tissue resident memmory CD4+ T-cells. Overall design: ①We immunized WT C57BL/6 mice with OmpX+LTA1 or heat killed Klebsiella pneumoniae (ATCC 43816) twice 3 weeks apart, and 1 more week later we euthanized and removed the lung for single cell suspensions in addition to naive spleen cells. ②Our data had indicated that 24 hours post pulmonary infection of K1 strain at 10e4 CFU reveals quite higher bacterial burden in Il17raDermoCre postivie mice than in Il17raDermoCre negative mice, and therefore we harvested lung tissues to obatin RNA for bulk RNAseq at 4 hours post infection because any differences in gene expression would not be due to differences in lung bacterial burdens.",GSE157382,"subunit, klebsiella pneumoniae, bulk rnaseq",NA,3//1,Week//Hour,NA,IN,Bacteria,Klebsiella,NA,Whole,NA,NA,NA,Lung,NA,IPulm,Bulk,GPL21626,Expression profiling by high throughput sequencing,Mus musculus,2020/10/21,"H5, TXT",
Subunit vaccine elicited lung TRM cells use fibroblast IL-17R signaling to provide serotype independent immunity against hypervirulent K. pneumoniae,"Subunit vaccine conferred lung protection against heterologous strain through the augmentaion of lung tissue resident memmory CD4+ T-cells. Overall design: ①We immunized WT C57BL/6 mice with OmpX+LTA1 or heat killed Klebsiella pneumoniae (ATCC 43816) twice 3 weeks apart, and 1 more week later we euthanized and removed the lung for single cell suspensions in addition to naive spleen cells. ②Our data had indicated that 24 hours post pulmonary infection of K1 strain at 10e4 CFU reveals quite higher bacterial burden in Il17raDermoCre postivie mice than in Il17raDermoCre negative mice, and therefore we harvested lung tissues to obatin RNA for bulk RNAseq at 4 hours post infection because any differences in gene expression would not be due to differences in lung bacterial burdens.",GSE157382,"subunit, klebsiella pneumoniae, bulk rnaseq",NA,3//1,Week//Hour,NA,IN,Bacteria,Klebsiella,NA,Whole,NA,NA,NA,Spleen,NA,IPulm,Bulk,GPL21626,Expression profiling by high throughput sequencing,Mus musculus,2020/10/21,"H5, TXT",
Vaccine driven lung TRM cells provide immunity against Klebsiella via fibroblast IL-17R signaling,Subunit vaccine elicits lung tissue resident memmory CD4+ T-cells and confers lung protection against heterologous strain Overall design: I. We harvested the lungs from Il17raDermoCre negative and positive mice at 4 hours post challenge with 10^4 CFU K1 strain (KP396) and extracted the whole RNAs. We chose this time point based on the similar CFU between groups because any differences in gene expression would not be due to lung bacterial burdens.,GSE174849,"subunit, klebisiella, lungs, bacteria",NA,4.0,Hour,NA,SU,Bacteria,Klebsiella,NA,Omp,NA,LTA1,NA,Lung,NA,IPulm,Bulk,GPL21626,Expression profiling by high throughput sequencing,Mus musculus,2021/08/31,TXT,34516780
Vaccine driven lung TRM cells provide immunity against Klebsiella via fibroblast IL-17R signaling [scRNA-Seq],"Subunit vaccine elicits lung tissue resident memmory CD4+ T-cells and confers lung protection against heterologous strain Overall design: I. We immunized WT C57BL/6 mice oropharyngealy with 1ug OmpX+10ug LTA1 or 40ug heat-killed Klebsiella pneumoniae (ATCC 43816) twice 3 weeks apart, and 1 more week later we euthanized and removed the lungs for single cell suspensions as well as spleen cells from naïve WT C57BL/6 mice. Then, the CD4+ T-cells were sorted from the cell suspensions by magnetic beads. Recombinant OmpX were generated from K. pneumoniae-43816 and purified by using E. coli expression systems. The adjuvant LTA1 was A1 subunit of the heat-labiled enterotoxin from E.coli and purified from E. coli expression systems. II. We immunized IL-17F-Thy1.1 reporter mice oropharyngealy with 1ug OmpX+10ug LTA1 twice 3 weeks apart, and 1 more week later we euthanized and removed the lungs for single cell suspensions as well as naive spleen cells. Then, the CD4+ T-cells were sorted from the cell suspensions by magnetic beads. Recombinant OmpX were generated from K. pneumoniae-43816 and purified by using E. coli expression systems. The adjuvant LTA1 was A1 subunit of the heat-labiled enterotoxin from E.coli and purified from E. coli expression systems.",GSE178385,"klebisiella, scRNAseq, subunit, heat killed",NA,3.0,Week,NA,IN,Bacteria,Klebsiella,NA,Whole,NA,NA,NA,Lung,NA,IN,scRNAseq,GPL21626,Expression profiling by high throughput sequencing,Mus musculus,2021/08/01,"CSV, H5",34516780; 38594380
Vaccine driven lung TRM cells provide immunity against Klebsiella via fibroblast IL-17R signaling [scRNA-Seq],"Subunit vaccine elicits lung tissue resident memmory CD4+ T-cells and confers lung protection against heterologous strain Overall design: I. We immunized WT C57BL/6 mice oropharyngealy with 1ug OmpX+10ug LTA1 or 40ug heat-killed Klebsiella pneumoniae (ATCC 43816) twice 3 weeks apart, and 1 more week later we euthanized and removed the lungs for single cell suspensions as well as spleen cells from naïve WT C57BL/6 mice. Then, the CD4+ T-cells were sorted from the cell suspensions by magnetic beads. Recombinant OmpX were generated from K. pneumoniae-43816 and purified by using E. coli expression systems. The adjuvant LTA1 was A1 subunit of the heat-labiled enterotoxin from E.coli and purified from E. coli expression systems. II. We immunized IL-17F-Thy1.1 reporter mice oropharyngealy with 1ug OmpX+10ug LTA1 twice 3 weeks apart, and 1 more week later we euthanized and removed the lungs for single cell suspensions as well as naive spleen cells. Then, the CD4+ T-cells were sorted from the cell suspensions by magnetic beads. Recombinant OmpX were generated from K. pneumoniae-43816 and purified by using E. coli expression systems. The adjuvant LTA1 was A1 subunit of the heat-labiled enterotoxin from E.coli and purified from E. coli expression systems.",GSE178385,"klebisiella, scRNAseq, subunit, heat killed",NA,3.0,Week,NA,IN,Bacteria,Klebsiella,NA,Whole,NA,NA,NA,Spleen,NA,IN,scRNAseq,GPL21626,Expression profiling by high throughput sequencing,Mus musculus,2021/08/01,"CSV, H5",34516780; 38594380
NK cell regulation of T cells following LCMV infection of vaccinated and unvaccinated mice,"NK cells may provide a “rheostat” function and have been shown to reduce the magnitude of antigen-specific T cell responses following infection. It remains unknown whether NK cells similarly modulate vaccine-elicited T cell responses following viral challenge. We used the LCMV clone 13 infection model to address whether NK cells regulate T cell responses in Adenovirus vector vaccinated mice following challenge. As expected, NK cell depletion in unvaccinated mice resulted in increased virus-specific CD4+ and CD8+ T cell responses and immunopathology following LCMV challenge. In contrast, NK cell depletion had minimal to no impact on antigen-specific T cell responses in mice that were vaccinated with an Ad5-GP vector prior to LCMV challenge. Moreover, NK cell depletion in vaccinated mice prior to challenge did not result in immunopathology and did not compromise protective efficacy. These data suggest that Adenovirus vaccine-elicited T cells may be less sensitive to NK cell-rheostat regulation than are T cells primed by LCMV infection. Overall design: Splenic GP33-specific CD8+ T cells were isolated via FACS cell sorting at 8 days post-infection from LCMV Cl-13 infected mice. Depending on the experimental group (specifics in sample information), they may have received a prior Ad5-GP vaccine, NK-depleting antibody or isotype control antibody prior to challenge.",GSE107116,"lcmv, adenovirus",NA,NA,NA,NA,VV,Virus,LCMV,NA,GP,NA,NA,Ad,Spleen,NA,IM,Microarray,GPL1261,Expression profiling by array,Mus musculus,2018/01/10,CEL,29514912
Vaccine-elicited CD4 T cells prevent the deletion of antiviral B cells in chronic infection,Vaccination induced CD4 T cells prevent B cell decimation by turning on a germinal center like transcriptional program. This cellular differentiation is similiar to the one observed when type I interferon receptor-deficient (IFNAR-/-) instead of wt mice are used as recipients. Overall design: Analysis of KL25HL B cells recovered from LCMV-infected wt mice with either one of two forms of pre-existing CD4 T help (LM61 pre-immunization or  SM CD4 T cell adoptive transfer) or no pre-existing T help wt mice (LM immunization) or KL25HL B cells recovered from IFNAR-/- mice without pre-existing CD4 T help.,GSE160294,"lcmv, tcd4",Challenge and vaccination,?,NA,NA,NA,Virus,LCMV,NA,Whole,NA,NA,NA,Spleen,TCD4,IV,Bulk,GPL19057,Expression profiling by high throughput sequencing,Mus musculus,2021/11/08,TSV,34772811
Vaccine-elicited CD4 T cells prevent the deletion of antiviral B cells in chronic infection,"CD4 T cells responses induced by LM61 immunization are heterogeneous in phenotype. The majority consists of Th1 cells, but there is also a consistent population of Tfh-differentiated cells and a minor population of Treg cells. Tfh-differentiated cells, alongside Th1 cells expand upon LCMV challenge. Overall design: LCMV GP66-77-specific CD4 T cells were analyzed on day 9  after LM61 immunization. Additional mice were given KL25HL B cell transfer and LCMV challenge on day 9 after LM61 immunization and GP66-77-specific CD4 T cells were analyzed on day 14. To control for the impact of LM61 pre-immunization on the differentiation of GP66-77-specific CD4 T cell responses upon LCMV challenge, an additional group of mice was given wildtype LM on day 0 instead of LM61.",GSE161356,"LCMV, challenge, tcd4",Challenge and vaccination,9//14,Day,NA,NA,Virus,LCMV,NA,Whole,NA,NA,NA,Spleen,TCD4,IV,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2021/11/09,TSV,34772811
Study of visceral leishmaniasis establishment - Gene expression from (un)infected (non-)vaccinated mouse spleen samples,"Visceral leishmaniasis (VL) caused by Leishmania donovani and L. infantum is a potentially fatal disease. To date there are no registered vaccines for disease prevention despite the fact that several vaccines are in preclinical development. Thus, new strategies are needed to improve vaccine efficacy based on a better understanding of the mechanisms mediating protective immunity and mechanisms of host immune responses subversion by immunopathogenic components of Leishmania. In the present study, determination of the immune mechanisms related to infection or protective immune responses against VL using an experimental nanovaccine as a vaccine model was conducted through microarray analysis. Overall design: For the 5 different conditions (4/16-weeks post challenge vaccinated/non-vaccinated mice and naïve, uninfected control mice), 10 samples were analyzed. Experiments were conducted in biological duplicate.",GSE134661,"leishmania donovani and infantum, spleen, nanovaccine",NA,4//16,Week,NA,SU,Protozoa,Leishmania,donovani,CPA162-189-loaded p8-PLGA nanoparticles,NA,NA,NA,Spleen,NA,No info,Microarray,GPL16570,Expression profiling by array,Mus musculus,2019/11/19,CEL,31849951
Study of visceral leishmaniasis establishment - Gene expression from (un)infected (non-)vaccinated mouse spleen samples,"Visceral leishmaniasis (VL) caused by Leishmania donovani and L. infantum is a potentially fatal disease. To date there are no registered vaccines for disease prevention despite the fact that several vaccines are in preclinical development. Thus, new strategies are needed to improve vaccine efficacy based on a better understanding of the mechanisms mediating protective immunity and mechanisms of host immune responses subversion by immunopathogenic components of Leishmania. In the present study, determination of the immune mechanisms related to infection or protective immune responses against VL using an experimental nanovaccine as a vaccine model was conducted through microarray analysis. Overall design: For the 5 different conditions (4/16-weeks post challenge vaccinated/non-vaccinated mice and naïve, uninfected control mice), 10 samples were analyzed. Experiments were conducted in biological duplicate.",GSE134661,"leishmania donovani and infantum, spleen, nanovaccine",NA,4//16,NA,NA,SU,Protozoa,Leishmania,infantum,CPA162-189-loaded p8-PLGA nanoparticles,NA,NA,NA,Spleen,NA,No info,Microarray,GPL16570,Expression profiling by array,Mus musculus,2019/11/19,CEL,31849951
Gene expression in Listeria- or vaccine-elicited T cells,"B6 mice were immunized with either 2000 cfu  of ova expressing Listeria monocytogenes (LM-ova) or 100ug whle ovalbumin adjuvanted with 50ug polyIC + 50ug anti-CD40 (FGK45).  7 days later, tetramer staining CD8+ T cells from the spleen were flow sorted to purity (~98%), the RNA isolated, reverse transcribed and the resulting cDNA analyzed by gene array MoGene-1_0-st-v1 gene expression determined in naïve (CD44lo) and day 7 post Listeria chalelneg  or combined adjuvant vaccine immunization (internally referred to as ""synergy""). Overall design: Gene expression profiling of CD44lo T cells (naïve), d7 tetramer staining CD8+ T cells from Listeria-treated or vaccine-treated B6 mice.",GSE112741,"listeria, ova",NA,7.0,Day,NA,AT,Bacteria,Listeria,NA,Listeria expressing OVA,NA,NA,NA,Skin,NA,IV,Microarray,GPL6246,Expression profiling by array,Mus musculus,2018/04/06,"CEL, CHP",
Mycolic acid nanoparticle vaccination leads to lipid antigen persistence and unique differentiation of mycobacterial-specific T cells,"Mycobacterium tuberculosis (Mtb) infection elicits both protein and lipid antigen-specific T cell responses. However, the incorporation of lipid antigens into subunit vaccine strategies and formulations has been underexplored, and the properties of vaccine-induced Mtb lipid-specific memory T cells remained elusive. Mycolic acid (MA), a major lipid component of the Mtb cell wall, is presented by human CD1b molecules to T cells.  MA-specific CD1b-restricted T cells have been detected in the blood and disease sites of Mtb-infected individuals, suggesting MA is a promising lipid antigen for incorporation into multicomponent subunit vaccines. In this study, we utilized bicontinuous nanospheres (BCN) to efficiently encapsulate MA and deliver it to MA-specific T cells both alone and in combination with an immunodominant Mtb protein antigen (Ag85B). Pulmonary delivery of MA-loaded BCN (MA-BCN) elicited MA-specific T cell responses in humanized CD1 transgenic mice. Simultaneous delivery of MA and Ag85B within BCN activated both MA- and Ag85B-specific T cells. Interestingly, pulmonary vaccination with MA-Ag85B-BCN led to the persistence of MA, but not Ag85B, within alveolar macrophages in the lung. Vaccination of MA-BCN through intravenous or subcutaneous route, or with attenuated Mtb likewise reproduced MA persistence. Moreover, MA-specific T cells in MA-BCN-vaccinated mice differentiated to have a T follicular helper-like phenotype. Overall, BCN platform allows for the dual encapsulation of lipid and protein antigen and leads to persistent lipid depots that could offer long-lasting immune response and protection. Overall design: Bone marrow cells from DN1Tg/hCD1Tg/Rag-/- (CD45.2) and hCD1Tg mice (CD45.1) were depleted of mature T cells using anti-Thy-1.2 (AT83.A-6) plus rabbit complement (Cedarlane Laboratories). Equal numbers of cells (5x106) were adoptively transferred into hCD1Tg (CD45.1) mice irradiated with 900 rads. After 6 weeks, mixed BM chimeric mice were intratracheally vaccinated with either 2.5 micrograms of MA in MA-BCN or equivalent volume of PBS. CD44+CD62L+ and CD44-CD62L+ DN1 T cells were sorted from lymph nodes of DN1-hCD1Tg BM chimera mice vaccinated with MA-BCN at 6 weeks post vaccination by BD FACS Aria.",GSE226075,"tuberculosis, subunit, lipid, mycolic acid",NA,6.0,Week,NA,SU,Bacteria,M. tuberculosis,NA,Mycolic acid,NA,NA,NA,Lymph node,NA,ITechal,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2023/04/25,"CSV, TXT",36945395; 37877801
Splenic memory CD8 T cell signature of enhanced responsiveness to vaccine boost,"We addressed the question of primed CD8 T cell responsiveness to boost in a Balb/c mouse model of vaccination against gag of HIV-1, namely intramuscular (i.m.) prime with the Chimpanzee adenovector ChAd3-gag and i.m. boost with Modified Virus Ankara MVA-gag. In this setting, boost was more effective at day(d)100 than at d30 post-prime, as evaluated by multi-lymphoid organ assessment of gag-specific CD8 T cell frequency, CD62L-phenotype and in vivo killing activity at d45 post-boost. RNA-sequencing was used to compare memory signature of gag-specific spleen CD8 T cells at d100 post-prime with those at d30. Overall design: Bulk RNA was sequenced from sorted spleen gag-specific CD8 T cells (average 93% pure Tetr-gag+Pent-gag+CD3+CD8+ cells) at d30 and d100 post-prime, in 4 independent experiments with a total of 7 samples (A_d30; B_d30; C_d30; D_d30; B_d100; C_d100.1; C_d100.2).",GSE207389,"spleen, HIV-1, intramuscular, ChAd, adenovirus, MVA ankara, prime boost, bulk RNAseq",NA,?,NA,NA,VV,Virus,MVA,NA,MVA,NA,NA,MVA,Spleen,NA,IM,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2023/03/08,"TXT, XLSX",36865556
Modeling of the Response to a Multiple Vaccination Schedule Using the Adjuvant Neisseria meningitidis Porin B,"Vaccine adjuvants enhance the immune response to vaccines, resulting more robust and durable immune responses. Although extensive work has been done on the response to a single vaccination over time, here we seek to characterize the response over the course of multiple vaccinations. In particular we modeled the changes in expression of mouse splenocytes after each of three vaccinations with and without antigen (chicken egg white ovalbumin) and adjuvant (N. meningitidis PorB). We also fitted the regulated genes into enriched gene sets to better characterize the response. Overall design: 2x2 factorial design (+/- antigen, +/- adjuvant) over 3 time points, with a single universal control (PBS), n=3",GSE104337,"neisseria meningitidis, spleen",NA,NA,NA,NA,SU,Bacteria,N. meningitidis,NA,OVA,NA,PorB,NA,Spleen,NA,SC,Microarray,GPL13730,Expression profiling by array,Mus musculus,2018/09/26,CEL,
Modeling of the Response to a Multiple Vaccination Schedule Using the Adjuvant Neisseria meningitidis Porin B,"Vaccine adjuvants enhance the immune response to vaccines, resulting more robust and durable immune responses. Although extensive work has been done on the response to a single vaccination over time, here we seek to characterize the response over the course of multiple vaccinations. In particular we modeled the changes in expression of mouse splenocytes after each of three vaccinations with and without antigen (chicken egg white ovalbumin) and adjuvant (N. meningitidis PorB). We also fitted the regulated genes into enriched gene sets to better characterize the response. Overall design: 2x2 factorial design (+/- antigen, +/- adjuvant) over 3 time points, with a single universal control (PBS), n=3",GSE104337,"neisseria meningitidis, spleen",NA,NA,NA,NA,SU,Bacteria,N. meningitidis,NA,PorB,NA,PorB,NA,Spleen,NA,SC,Microarray,GPL13730,Expression profiling by array,Mus musculus,2018/09/26,CEL,
"Comparative transcriptomics between species attributes reactogenicity pathways induced by the capsular group B meningococcal vaccine, 4CMenB, to the membrane-bound endotoxin of its outer membrane vesicle component.","Whole blood RNA-seq was leveraged to explore gene expression changes induced in mice 24 hours after immunisation with a second dose of a licensed vaccine against capsular group B meningococcus, one of the vaccines components, or one of several comparator groups. Overall design: mRNA was profiled from RNA extracted from mouse whole blood, 5-6 samples per group, using an Illumina HiSeq4000",GSE131914,"whole blood, meningococcus B","21 days apart (doses 1 and 2), collection on 24h post D2",24.0,Hour,2,SU,Bacteria,N. meningitidis,NA,Bexsero,NA,NA,NA,Blood,NA,IM,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2019/05/30,"CSV, TAB",31551511
Comparative transcriptomics between species to assess the immune mechanisms underlying the increased reactogenicity of the four component meningococcal capsular group B vaccine when given concomitantly with routinely-administered vaccines,"Whole blood RNA-seq and single cell RNA-seq on neutrophils was leveraged to explore gene expression changes induced in mice 24 hours after immunisation with a second dose of a licensed vaccine against capsular group B, meningococcus, the same vaccine in combination with routinely-administered vaccines, routine vaccines on their own, or a PBS control immunisation. Overall design: mRNA was profiled from RNA extracted from mouse neutrophils or whole blood, 6 samples per group (neutrophils pool from each sample to yield one sample per group for single cell sequencing) , using an Illumina HiSeq4000 or NovaSeq, respectively.",GSE132199,"bulk, single cell, whole blood, meningococcical B, neutrophils",NA,NA,NA,NA,SU,Bacteria,N. meningitidis,NA,Bexsero,NA,NA,NA,Blood,NA,IM,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2019/06/06,"CSV, MTX, TAB, TSV",31551511
Comparative transcriptomics between species to assess the immune mechanisms underlying the increased reactogenicity of the four component meningococcal capsular group B vaccine when given concomitantly with routinely-administered vaccines,"Whole blood RNA-seq and single cell RNA-seq on neutrophils was leveraged to explore gene expression changes induced in mice 24 hours after immunisation with a second dose of a licensed vaccine against capsular group B, meningococcus, the same vaccine in combination with routinely-administered vaccines, routine vaccines on their own, or a PBS control immunisation. Overall design: mRNA was profiled from RNA extracted from mouse neutrophils or whole blood, 6 samples per group (neutrophils pool from each sample to yield one sample per group for single cell sequencing) , using an Illumina HiSeq4000 or NovaSeq, respectively.",GSE132199,"bulk, single cell, whole blood, meningococcical B, neutrophils",NA,NA,NA,NA,SU,Bacteria,N. meningitidis,NA,Bexsero,NA,NA,NA,Blood,NA,IM,scRNAseq,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2019/06/06,"CSV, MTX, TAB, TSV",31551511
Comparison of whole blood transcriptional changes induced by menignoccocal capsular group B vaccines in mice,"Whole blood RNA-seq was leveraged to explore gene expression changes induced in mice 24 hours after immunisation with a second dose of a licensed vaccine against capsular group B meningococcus, one of the vaccines components, or one of several comparator groups. Overall design: mRNA was profiled from RNA extracted from mouse whole blood, 3-6 samples per group, using an Illumina HiSeq4000",GSE139529,"whole blood, meningococcus B, polysaccharide,",NA,"Prime-boost for 8 weeks (D28), 24h post final dose of vaccine",NA,NA,VV,Bacteria,N. meningitidis,NA,fHbp,NA,NA,Ad,Blood,NA,IM,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2020/10/16,"CSV, TAB",34717548
Comparison of whole blood transcriptional changes induced by menignoccocal capsular group B vaccines in mice,"Whole blood RNA-seq was leveraged to explore gene expression changes induced in mice 24 hours after immunisation with a second dose of a licensed vaccine against capsular group B meningococcus, one of the vaccines components, or one of several comparator groups. Overall design: mRNA was profiled from RNA extracted from mouse whole blood, 3-6 samples per group, using an Illumina HiSeq4000",GSE139529,"whole blood, meningococcus B, polysaccharide,",NA,"Prime-boost for 8 weeks (D28), 24h post final dose of vaccine",NA,NA,VV,Bacteria,N. meningitidis,NA,fHbp,NA,NA,MVA,Blood,NA,IM,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2020/10/16,"CSV, TAB",34717548
mRNA and lncRNA profiling of mice spleens inoculated with group ACYW135 meningococcal polysaccharide vaccine,"Group ACYW135 meningococcal polysaccharide vaccine (MPV-ACYW135) is a classical common vaccine used to prevent Neisseria meningitidis serogroup A, C, Y, W135. Although immunological research on MPV has been relatively complete in the past few decades, studies on the vaccine at the transcriptional levels are still limited. In the present study, mRNAs and lncRNAs related to immunity were screened from spleens of mice inoculated with MPV-ACYW135 and compared with the control group to identify the effect and mechanism of these mRNAs and lncRNAs on the immune response. A comprehensive analysis of mRNAs and lncRNAs between MPV group and control group was performed by RNA-seq with bioinformatics. Overall design: The experiment was divided into 2 groups with 3 mice in each group. Mice in one group were injected with MPV-ACYW135, and the other group was the control group. The spleen is used for RNA sequencing. Comparative gene expression profiling analysis of RNA-seq data for MPV group (MPV_S_1, MPV_S_2, and MPV_S_3) and control group (Control_S_1, Control_S_2, and Control_S_3).",GSE224584,"meningococcal, polysaccharide, acwy, spleen",NA,?,NA,NA,PS,Bacteria,N. meningitidis,NA,ACWY,NA,NA,NA,Spleen,NA,No info,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2023/08/30,TXT,37631863
mRNA and lncRNA profiling of mice spleens inoculated with group ACYW135 meningococcal polysaccharide vaccine,"Group ACYW135 meningococcal polysaccharide vaccine (MPV-ACYW135) is a classical common vaccine used to prevent Neisseria meningitidis serogroup A, C, Y, W135. Although immunological research on MPV has been relatively complete in the past few decades, studies on the vaccine at the transcriptional levels are still limited. In the present study, mRNAs and lncRNAs related to immunity were screened from spleens of mice inoculated with MPV-ACYW135 and compared with the control group to identify the effect and mechanism of these mRNAs and lncRNAs on the immune response. A comprehensive analysis of mRNAs and lncRNAs between MPV group and control group was performed by RNA-seq with bioinformatics. Overall design: The experiment was divided into 2 groups with 3 mice in each group. Mice in one group were injected with MPV-ACYW135, and the other group was the control group. The spleen is used for RNA sequencing. Comparative gene expression profiling analysis of RNA-seq data for MPV group (MPV_S_1, MPV_S_2, and MPV_S_3) and control group (Control_S_1, Control_S_2, and Control_S_3).",GSE224584,"meningococcal, polysaccharide, acwy, spleen",NA,?,NA,NA,PS,Bacteria,N. meningitidis,NA,ACWY,NA,NA,NA,Blood,NA,No info,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2023/08/30,TXT,37631863
IL-27 in vaccine elicited cellular immunity,"5000 congenically marked (CD45.1) WT or IL-27R-/- OT1 T cells were transferred into WT B6 hosts (CD45.2). One day later, the mice were immunized with ovalbumin (100 µg), PolyIC (40 µg) and anti-CD40 antibody (FGK4.5, 40 µg).  3 days after immunizayion, spleens were harvested and the OT1 T cells isolated by flow sorting based on CD45.1 expression. Each sample is the result of pooling T cells from 3 individual mice.  RNA was isolated from the sorted cells and RNAseq performed. Overall design: RNAseq of transferred WT and IL-27R-/- OT1 T cells isolated 3 days  after combined polyIC/aCD40 immunization",GSE112920,"rnaseq, ova, polyic, antidc40, ?",NA,NA,NA,NA,ADJ,Adjuvant,None,NA,Adjuvant,NA,Poly I:C and Anti-CD40,NA,Spleen,NA,IPeri,Bulk,GPL17021,Expression profiling by high throughput sequencing,Mus musculus,2018/09/01,TXT,30194241
Effect of mRNA vaccine on Epigenetic and Transcriptomic Profiles of Kupffer Cells (RNA-Seq),"The result show that an mRNA/LNP vaccine induced significant numbers of differentially expressed genes (DEG). The analysis identified 123 DEGs between control PBS and mRNA/LNP vaccinated groups where 23 genes and 100 genes were upregulated and downregulated, respectively, in the mRNA/LNP group. To understand the biological changes from the transcriptomic data, gene set enrichment analysis (GSEA) was performed using the whole transcriptome data set. GSEA identified the biological pathways associated with interferon gamma response and protein secretion as the top two ‘Hallmark’ gene sets enriched in OVA mRNA/LNP group, compared to PBS group. Overall design: The mRNA encoding a model antigen ovalbumin (OVA) were prepared by in vitro translation  and the mRNA was formulated with LNP for mRNA delivery. mRNA/LNP was administered via intramuscular route (10 µg per mouse). RNA-seq was performed in total RNA isolated from F4/80+ liver resident macrophages from livers of mice immunized with OVA mRNA/LNP or PBS control.",GSE267045,"mrna, OVA",NA,NA,NA,NA,RNA,NA,None,NA,OVA,NA,NA,NA,Liver,resident macrophages,IM,Bulk,GPL28457,Expression profiling by high throughput sequencing,Mus musculus,2024/11/06,XLSX,39774150
Lipid nanoparticles as adjuvant of Norovirus VLP vaccine augment cellular and humoral immune responses in a TLR 9- and type I IFN-dependent pathway,"Norovirus (NoV) virus-like particles (VLPs) adjuvanted with aluminum hydroxide (Alum) are common vaccine candidates in clinical studies. Alum adjuvants usually inefficiently assist recombinant proteins to induce cellular immune responses. Thus, novel adjuvants are required to develop NoV vaccines that could induce both efficient humoral and robust cellular immune responses. Lipid nanoparticles (LNPs) are well-known mRNA delivery vehicles. Increasing evidence suggests that LNPs may have intrinsic adjuvant activity and can be used as adjuvants for recombinant protein vaccines; however, the underlying mechanism remains poorly understood. In this study, we compared the adjuvant effect of LNPs and Alum for a bivalent GI.1/GII.4 NoV VLP vaccine. Compared with Alum, LNP-adjuvanted vaccines induced earlier production of binding, blocking and neutralizing antibodies and promoted a more balanced IgG2a/IgG1 ratio. It is crucial that LNP-adjuvanted vaccines induced stronger Th1-type cytokine-producing CD4+ T cell and CD8+ T cell responses than Alum. The adjuvant activity of LNPs depended on the ionizable lipid components. Mechanistically, LNPs activated innate immune responses in a type I IFN-dependent manner and were partially dependent on Toll-like receptor (TLR) 9, thus affecting the adaptive immune responses of the vaccine. This conclusion was supported by RNA-seq analysis and in vitro cell experiments and by the deeply blunted T cell responses in IFNαR1−/− mice immunized with LNP-adjuvanted vaccines. This study not only identified LNPs as a high quality adjuvant for NoV VLP vaccines, but also clarified the underlying mechanism of LNPs as a potent immunostimulatory component for improving protein subunit vaccines. Overall design: To explore the underlying mechanism of LNPs in initiating an innate immune response, which is required for generating an effective adaptive immune response. Female BABL/c mice were randomly divided into seven groups (n = 4/group), as follows: (1) Naive, (2) Alum, (3) High LNP, (4) Low LNP + GI.1/GII.4, (5) High LNP + GI.1/GII.4, (6) Alum + GI.1/GII.4, and (7) GI.1/GII.4. Mice were immunized i.m. in both hind limbs. After 24 h, the mouse draining lymph nodes (dLNs), including popliteal, inguinal, and iliac LNs were collected for RNA-seq (n = 4/group).",GSE279372,"norovirus, vlp, female, lymph node",NA,NA,NA,NA,SU,Virus,Norovirus,NA,GI.1-GII.4,NA,LNP,NA,Spleen,NA,IM,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2024/10/14,TXT,39494905
